,股票代码,股票名称,所属地域,行业,业绩预告发布日期,业绩预告统计日期,业绩预告类型,业绩预告摘要,预告归属于母公司的净利润增长上限(%),预告归属于母公司的净利润增长下限(%)
8822,sh.601702,华峰铝业,上海,铝,2020/9/4,2020/9/30,略增,"预计2020年1-9月归属于上市公司股东的净利润盈利:12,000万元至12,500万元,同比增长13.49%至18.22%。",18.22,13.49
8823,sh.601718,际华集团,北京,服饰,2020/1/23,2019/12/31,扭亏,"预计2019年1-12月归属于上市公司股东的净利润盈利:6,110万元至9,065万元。",233.36976,189.894014
8824,sh.601718,际华集团,北京,服饰,2021/1/30,2020/12/31,首亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:63,023万元至75,508万元。",-1106.720214,-1306.153784
8825,sh.601766,中国中车,北京,运输设备,2020/4/10,2020/3/31,预减,"预计2020年1-3月归属于上市公司股东的净利润盈利:63,000万元至80,000万元,同比上年下降:55%至65%。",-55,-65
8826,sh.601777,*ST力帆,重庆,摩托车,2020/1/21,2019/12/31,首亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:498,100万元,同比上年下降:2068.77%。",-2068.77,-2068.77
8827,sh.601777,*ST力帆,重庆,摩托车,2020/4/30,2020/6/30,续亏,预计2020年1-6月归属于上市公司股东的净利润可能会继续亏损。,0,0
8828,sh.601777,*ST力帆,重庆,摩托车,2020/8/28,2020/9/30,续亏,预计2020年1-9月归属于上市公司股东的净利润可能会亏损。,0,0
8829,sh.601777,*ST力帆,重庆,摩托车,2020/10/30,2020/12/31,不确定,预计2020年1-12月归属于上市公司股东的净利润不确定。,0,0
8830,sh.601777,*ST力帆,重庆,摩托车,2021/1/30,2020/12/31,扭亏,"预计2020年1-12月归属于上市公司股东的净利润盈利:4,000万元至8,000万元。",101.708641,100.854321
8831,sh.601778,晶科科技,江西,新型电力,2020/4/23,2020/3/31,减亏,"预计2020年1-3月归属于上市公司股东的净利润:-7,036.49万元至-5,907.83万元,同比增长11.62%-25.79%。",25.79,11.62
8832,sh.601778,晶科科技,江西,新型电力,2020/4/23,2020/6/30,略增,"预计2020年1-6月归属于上市公司股东的净利润:27,000.00万元至29,000.00万元,同比增加14.15%至22.61%。",22.61,14.15
8833,sh.601788,光大证券,上海,证券,2021/1/27,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:241,491万元,同比上年增长:325.21%。",325.21,325.21
8834,sh.601798,蓝科高新,甘肃,化工机械,2020/1/21,2019/12/31,首亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:3,600万元至5,400万元,同比上年下降:157.2%至185.79%。",-157.2,-185.79
8835,sh.601798,蓝科高新,甘肃,化工机械,2021/1/30,2020/12/31,扭亏,"预计2020年1-12月归属于上市公司股东的净利润盈利:1,900万元。",152.330533,152.330533
8836,sh.601801,皖新传媒,安徽,出版业,2020/1/23,2019/12/31,预减,"预计2019年1-12月归属于上市公司股东的净利润盈利:48,900万元至59,700万元,同比上年下降:45%至55%。",-45,-55
8837,sh.601808,中海油服,天津,石油开采,2020/4/30,2020/6/30,不确定,预计2020年1-6月归属于上市公司股东的净利润不确定。,0,0
8838,sh.601808,中海油服,天津,石油开采,2020/8/27,2020/9/30,不确定,预计2020年1-9月归属于上市公司股东的净利润不确定。,0,0
8839,sh.601808,中海油服,天津,石油开采,2020/10/30,2020/12/31,不确定,预计2020年1-12月归属于上市公司股东的净利润不确定。,0,0
8840,sh.601816,京沪高铁,北京,铁路,2020/4/30,2020/6/30,不确定,预计2020年1-6月归属于上市公司股东的净利润仍可能会有较大幅度下降。,0,0
8841,sh.601816,京沪高铁,北京,铁路,2020/8/28,2020/9/30,略减,预计2020年1-9月归属于上市公司股东的净利润与上年同期相比有较大幅度下滑。,0,0
8842,sh.601816,京沪高铁,北京,铁路,2020/10/31,2020/12/31,略减,预计2020年1-12月归属于上市公司股东的净利润与上年同期相比有较大幅度下滑。,0,0
8843,sh.601816,京沪高铁,北京,铁路,2021/1/30,2020/12/31,预减,"预计2020年1-12月归属于上市公司股东的净利润盈利:284,102.36万元至362,453.64万元,同比上年下降:67.25%至74.33%。同比上年降低744,337.2万元至822,688.48万元。",-67.25,-74.33
8844,sh.601827,三峰环境,重庆,环境保护,2020/5/13,2020/6/30,续盈,"预计2020年1-6月归属于上市公司股东的净利润:25,700万元-28,400万元,相比上年同期变动幅度为-2.98%至7.21%",7.21,-2.98
8845,sh.601828,美凯龙,上海,其他商业,2021/1/30,2020/12/31,预减,"预计2020年1-12月归属于上市公司股东的净利润盈利:171,124万元至197,106万元,同比上年下降:56%至61.8%。同比上年降低250,862.17万元至276,844.17万元。",-56,-61.8
8846,sh.601857,中国石油,北京,石油开采,2020/4/30,2020/6/30,预减,预计2020年1-6月归属于上市公司股东的净利润同比将大幅下降。,0,0
8847,sh.601857,中国石油,北京,石油开采,2021/1/30,2020/12/31,预减,"预计2020年1-12月归属于上市公司股东的净利润盈利:1,667,700万元至2,067,700万元,同比上年下降:55%至63%。同比上年降低2,500,000万元至2,900,000万元。",-55,-63
8848,sh.601858,中国科传,北京,出版业,2020/4/29,2020/6/30,不确定,预计2020年1-6月归属于上市公司股东的净利润不确定。,0,0
8849,sh.601865,福莱特,浙江,玻璃,2020/1/23,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:68,000万元至73,000万元,同比上年增长:67.08%至79.36%。",79.36,67.08
8850,sh.601865,福莱特,浙江,玻璃,2020/7/1,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:42,000万元至47,000万元,同比上年增长:60.92%至80.08%。",80.08,60.92
8851,sh.601865,福莱特,浙江,玻璃,2020/12/30,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:150,000万元至166,000万元,同比上年增长:109.2%至131.52%。同比上年增长78,300万元至94,300万元。",131.52,109.2
8852,sh.601872,招商轮船,上海,水运,2020/4/3,2020/3/31,预增,"预计2020年1-3月归属于上市公司股东的净利润盈利:90,000万元至110,000万元,同比上年增长:320%至391%。",391,320
8853,sh.601872,招商轮船,上海,水运,2020/7/7,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:280,000万元至310,000万元,同比上年增长:489%至553%。",553,489
8854,sh.601872,招商轮船,上海,水运,2020/10/10,2020/9/30,预增,"预计2020年1-9月归属于上市公司股东的净利润盈利:378,000万元至418,000万元,同比上年增长:423%至479%。同比上年增长305,744万元至345,744万元。",479,423
8855,sh.601872,招商轮船,上海,水运,2021/1/29,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:270,000万元至298,500万元,同比上年增长:66%至84%。",84,66
8856,sh.601877,正泰电器,浙江,电气设备,2021/1/21,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:641,217万元至701,217万元,同比上年增长:70.46%至86.4%。同比上年增长265,037.47万元至325,037.47万元。",86.4,70.46
8857,sh.601878,浙商证券,浙江,证券,2021/1/27,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:162,721.92万元,同比上年增长:68%左右。同比上年增长约65,966.21万元。",68,68
8858,sh.601881,中国银河,北京,证券,2020/1/23,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:511,801万元,同比上年增长:77.27%。",77.27,77.27
8859,sh.601882,海天精工,浙江,机床制造,2021/1/27,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:13,300万元至14,300万元,同比上年增长:73.36%至86.39%。同比上年增长5,628万元至6,628万元。",86.39,73.36
8860,sh.601886,江河集团,北京,装修装饰,2021/1/29,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:88,540.83万元至95,334.93万元,同比上年增长:150.94%至170.19%。同比上年增长53,256.5万元至60,050.6万元。",170.19,150.94
8861,sh.601888,中国中免,北京,旅游服务,2020/1/11,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:465,383.82万元左右,同比上年增长:50%左右。",50,50
8862,sh.601890,亚星锚链,江苏,船舶,2020/1/18,2019/12/31,扭亏,"预计2019年1-12月归属于上市公司股东的净利润盈利:8,800万元左右。",699.323437,699.323437
8863,sh.601898,中煤能源,北京,煤炭开采,2020/1/18,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:550,000万元至590,000万元,同比上年增长:60.1%至71.8%。",71.8,60.1
8864,sh.601899,紫金矿业,福建,黄金,2020/2/3,2019/12/31,略增,"预计2019年1-12月归属于上市公司股东的净利润盈利:410,000万元至430,000万元,同比上年增长:0.15%至5.03%。",5.03,0.15
8865,sh.601899,紫金矿业,福建,黄金,2021/1/30,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:645,000万元至665,000万元,同比上年增长:50.56%至55.23%。同比上年增长216,600万元至236,600万元。",55.23,50.56
8866,sh.601901,方正证券,湖南,证券,2020/1/23,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:82,700万元至115,700万元,同比上年增长:25%至75%。",75,25
8867,sh.601901,方正证券,湖南,证券,2020/4/25,2020/6/30,不确定,预计2020年1-6月归属于上市公司股东的净利润不确定。,0,0
8868,sh.601901,方正证券,湖南,证券,2020/8/29,2020/9/30,不确定,预计2020年1-9月归属于上市公司股东的净利润不确定。,0,0
8869,sh.601908,京运通,北京,新型电力,2021/1/29,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:39,511.28万元至46,096.49万元,同比上年增长:50%至75%。同比上年增长13,170.43万元至19,755.64万元。",75,50
8870,sh.601918,新集能源,安徽,煤炭开采,2020/1/22,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:59,457.12万元,同比上年增长:127.52%。",127.52,127.52
8871,sh.601918,新集能源,安徽,煤炭开采,2020/4/30,2020/6/30,不确定,预计2020年1-6月归属于上市公司股东的净利润同比上年大幅度减少甚至导致亏损。,0,0
8872,sh.601919,中远海控,天津,水运,2020/1/23,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:676,000万元,同比上年增长:449%。",449,449
8873,sh.601929,吉视传媒,吉林,影视音像,2020/1/23,2019/12/31,预减,"预计2019年1-12月归属于上市公司股东的净利润盈利:7,546.78万元至11,046.78万元,同比上年下降:63.72%至75.22%。",-63.72,-75.22
8874,sh.601958,金钼股份,陕西,小金属,2020/4/24,2020/6/30,预减,预计2020年1-6月归属于上市公司股东的净利润可能会大幅下降。,0,0
8875,sh.601958,金钼股份,陕西,小金属,2020/8/22,2020/9/30,预减,预计2020年1-9月归属于上市公司股东的净利润与上年同期相比将大幅减少。,0,0
8876,sh.601958,金钼股份,陕西,小金属,2020/10/29,2020/12/31,预减,预计2020年1-12月归属于上市公司股东的净利润与上年同期相比将大幅减少。,0,0
8877,sh.601958,金钼股份,陕西,小金属,2021/1/20,2020/12/31,预减,"预计2020年1-12月归属于上市公司股东的净利润盈利:15,500万元至18,500万元,同比上年下降:67%至73%。",-67,-73
8878,sh.601963,重庆银行,重庆,银行,2021/2/4,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:433700万元至460900万元,同比上年上升:3.08%至9.55%。",9.55,3.08
8879,sh.601968,宝钢包装,上海,广告包装,2020/1/23,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:11,000万元至14,500万元,同比上年增长:162.58%至246.13%。",246.13,162.58
8880,sh.601968,宝钢包装,上海,广告包装,2020/7/16,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:7,500万元至8,500万元,同比上年增长:48.94%至68.8%。",68.8,48.94
8881,sh.601968,宝钢包装,上海,广告包装,2020/10/16,2020/9/30,预增,"预计2020年1-9月归属于上市公司股东的净利润盈利:14,000万元至15,000万元,同比上年增长:89.79%至103.35%。同比上年增长6,623.57万元至7,623.57万元。",103.35,89.79
8882,sh.601968,宝钢包装,上海,广告包装,2021/1/30,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:15,500万元至19,000万元,同比上年增长:21.09%至48.44%。同比上年增长2,700万元至6,200万元。",48.44,21.09
8883,sh.601969,海南矿业,海南,普钢,2020/1/22,2019/12/31,扭亏,"预计2019年1-12月归属于上市公司股东的净利润盈利:12,757万元至15,590万元。",120.35034,116.652295
8884,sh.601975,招商南油,江苏,水运,2020/1/18,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:82,000万元至90,000万元,同比上年增长:127.62%至149.83%。",149.83,127.62
8885,sh.601975,招商南油,江苏,水运,2020/4/30,2020/6/30,预增,预计2020年1-6月归属于上市公司股东的净利润与上年同期相比大幅增加。,0,0
8886,sh.601975,招商南油,江苏,水运,2020/7/10,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:110,000万元至120,000万元,同比上年增长:226%至256%。",256,226
8887,sh.601975,招商南油,江苏,水运,2020/8/18,2020/9/30,预增,预计2020年1-9月归属于上市公司股东的净利润盈利与上年同期相比大幅增加。,0,0
8888,sh.601975,招商南油,江苏,水运,2021/1/28,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:135,000万元至145,000万元,同比上年增长:53.86%至65.26%。同比上年增长47,258万元至57,258万元。",65.26,53.86
8889,sh.601989,中国重工,北京,船舶,2021/1/30,2020/12/31,首亏,"预计2020年1-12月归属于上市公司股东的净利润亏损:45,000万元至53,500万元。",-189.79123,-206.751795
8890,sh.601990,南京证券,江苏,证券,2020/1/21,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:67,000万元至75,000万元,同比上年增长:189.07%至223.58%。",223.58,189.07
8891,sh.601991,大唐发电,北京,火力发电,2020/7/23,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:169,324万元至186,529万元,同比上年增长:97%至117%。",117,97
8892,sh.601991,大唐发电,北京,火力发电,2020/10/15,2020/9/30,预增,"预计2020年1-9月归属于上市公司股东的净利润盈利:253,232万元至282,678万元,同比上年增长:72%至92%。同比上年增长106,004万元至135,450万元。",92,72
8893,sh.601991,大唐发电,北京,火力发电,2021/1/30,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:约270,000万元至310,000万元,同比上年增长:约150%至188%。同比上年增长约160,000万元至200,000万元。",188,150
8894,sh.601992,金隅集团,北京,水泥,2020/1/8,2019/12/31,略增,"预计2019年1-12月归属于上市公司股东的净利润盈利:350,000万元至390,000万元,同比上年增长:7%至20%。",20,7
8895,sh.601992,金隅集团,北京,水泥,2020/7/17,2020/6/30,预减,"预计2020年1-6月归属于上市公司股东的净利润盈利:120,000万元至165,000万元,同比上年下降:46%至61%。",-46,-61
8896,sh.601992,金隅集团,北京,水泥,2021/1/21,2020/12/31,略减,"预计2020年1-12月归属于上市公司股东的净利润盈利:270,000万元至303,000万元,同比上年下降:18%至27%。",-18,-27
8897,sh.601995,中金公司,北京,证券,2020/10/19,2020/9/30,略增,"预计2020年1-9月归属于上市公司股东的净利润盈利:367,700万元-461,900万元,同比增长约17%-47%。",47,17
8898,sh.601995,中金公司,北京,证券,2021/1/30,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:682,772万元至755,240万元,同比上年增长:61.08%至78.18%。同比上年增长258,900万元至331,368万元。",78.18,61.08
8899,sh.603000,人民网,北京,互联网,2020/1/22,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:27,800万元至34,194万元,同比上年增长:29.97%至59.87%。",59.87,29.97
8900,sh.603001,奥康国际,浙江,服饰,2020/1/22,2019/12/31,预减,"预计2019年1-12月归属于上市公司股东的净利润盈利:1,894.65万元至2,694.65万元,同比上年下降:80%至86%。",-80,-86
8901,sh.603001,奥康国际,浙江,服饰,2020/4/28,2020/6/30,不确定,预计2020年1-6月归属于上市公司股东的净利润不确定。,0,0
8902,sh.603002,宏昌电子,广东,化工原料,2020/1/17,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:6,841.753573万元至7,793.753573万元,同比上年增长:37%至56%。",56,37
8903,sh.603002,宏昌电子,广东,化工原料,2020/7/23,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:4,488.07507万元至4,862.07507万元,同比上年增长:112%至129%。",129,112
8904,sh.603002,宏昌电子,广东,化工原料,2020/10/13,2020/9/30,预增,"预计2020年1-9月归属于上市公司股东的净利润盈利:7,858.494901万元,同比上年增长:74.58%。同比上年增长3,357.18万元。",74.58,74.58
8905,sh.603002,宏昌电子,广东,化工原料,2021/1/20,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:21,281.155837万元至23,521.155837万元,同比上年增长:32%至45%。同比上年增长5,114万元至7,354万元。",45,32
8906,sh.603003,龙宇燃油,上海,石油贸易,2020/1/23,2019/12/31,预减,"预计2019年1-12月归属于上市公司股东的净利润盈利:53万元至1,053万元,同比上年下降:83%至99%。",-83,-99
8907,sh.603003,龙宇燃油,上海,石油贸易,2021/1/30,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:1,355万元至1,955万元,同比上年增长:107%至198%。同比上年增长700万元至1,300万元。",198,107
8908,sh.603005,晶方科技,江苏,半导体,2020/1/22,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:10,200万元至10,900万元,同比上年增长:43.41%至53.25%。",53.25,43.41
8909,sh.603005,晶方科技,江苏,半导体,2021/1/26,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:37,800万元至39,000万元,同比上年增长:249.01%至260.09%。",260.09,249.01
8910,sh.603006,联明股份,上海,汽车配件,2020/4/29,2020/6/30,不确定,预计2020年1-6月归属于上市公司股东的净利润不确定。,0,0
8911,sh.603007,花王股份,江苏,建筑工程,2021/1/30,2020/12/31,预减,"预计2020年1-12月归属于上市公司股东的净利润盈利:0万元至3,000万元,同比上年下降:69.2%至100%。同比上年降低6,739.3万元至9,739.3万元。",-69.2,-100
8912,sh.603008,喜临门,浙江,家居用品,2020/1/16,2019/12/31,扭亏,"预计2019年1-12月归属于上市公司股东的净利润盈利:38,000万元-45000万元。",202.677063,186.705076
8913,sh.603008,喜临门,浙江,家居用品,2020/4/29,2020/6/30,首亏,预计2020年1-6月归属于上市公司股东的净利润有可能为负。,0,0
8914,sh.603009,北特科技,上海,汽车配件,2020/4/25,2019/12/31,首亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:12,662万元至15,195万元。",-325.500647,-370.611462
8915,sh.603009,北特科技,上海,汽车配件,2021/1/29,2020/12/31,扭亏,"预计2020年1-12月归属于上市公司股东的净利润盈利:2,550万元至3,550万元。",126.672924,119.159424
8916,sh.603010,万盛股份,浙江,化工原料,2020/1/14,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:16,126万元至19,352万元,同比上年增长:50%至80%。",80,50
8917,sh.603010,万盛股份,浙江,化工原料,2020/8/11,2020/9/30,预增,预计2020年1-9月归属于上市公司股东的净利润同比上年增长35%-65%。,65,35
8918,sh.603010,万盛股份,浙江,化工原料,2020/10/29,2020/12/31,预增,预计2020年1-12月归属于上市公司股东的净利润同比上年增长:105%至140%。,140,105
8919,sh.603010,万盛股份,浙江,化工原料,2021/1/29,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:38,458.43万元至40,116.12万元,同比上年增长:132%至142%。",142,132
8920,sh.603015,弘讯科技,浙江,电气设备,2020/7/22,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:2,577万元至2,848万元,同比上年增长:90%至110%。",110,90
8921,sh.603015,弘讯科技,浙江,电气设备,2021/1/15,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:5,468万元至6,131万元,同比上年增长:65%至85%。",85,65
8922,sh.603021,山东华鹏,山东,玻璃,2020/1/31,2019/12/31,首亏,"预计2019年1-12月归属于上市公司股东的净利润亏损:8,500万元至9,500万元。",-530.428487,-581.067133
8923,sh.603021,山东华鹏,山东,玻璃,2021/1/29,2020/12/31,扭亏,"预计2020年1-12月归属于上市公司股东的净利润盈利:2,955.1万元至4,455.1万元。同比上年增长12,700万元至14,200万元。",145.717262,130.32459
8924,sh.603023,威帝股份,黑龙江,汽车配件,2020/1/23,2019/12/31,预减,"预计2019年1-12月归属于上市公司股东的净利润盈利:1,965.18万元至2,353.65万元,同比上年下降:63.88%至69.84%。",-63.88,-69.84
8925,sh.603023,威帝股份,黑龙江,汽车配件,2020/4/28,2020/6/30,不确定,预计2020年1-6月归属于上市公司股东的净利润不确定。,0,0
8926,sh.603026,石大胜华,山东,化工原料,2020/1/23,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:30,000万元至33,000万元,同比上年增长:46.06%至60.67%。",60.67,46.06
8927,sh.603026,石大胜华,山东,化工原料,2020/4/15,2020/3/31,首亏,"预计2020年1-3月归属于上市公司股东的净利润亏损:1,771万元。",-113.139864,-113.139864
8928,sh.603026,石大胜华,山东,化工原料,2020/4/21,2020/6/30,不确定,预计2020年1-6月归属于上市公司股东的净利润与上年同期相比发生重大变动。,0,0
8929,sh.603026,石大胜华,山东,化工原料,2020/7/2,2020/6/30,首亏,"预计2020年1-6月归属于上市公司股东的净利润亏损:3,900万元至4,900万元。",-117.364433,-121.816852
8930,sh.603026,石大胜华,山东,化工原料,2020/8/31,2020/9/30,不确定,预计2020年1-9月归属于上市公司股东的净利润不确定。,0,0
8931,sh.603026,石大胜华,山东,化工原料,2020/10/13,2020/9/30,预减,"预计2020年1-9月归属于上市公司股东的净利润盈利:5,500万元至6,500万元,同比上年下降:78.53%至81.83%。同比上年降低23,775万元至24,775万元。",-78.53,-81.83
8932,sh.603026,石大胜华,山东,化工原料,2021/1/16,2020/12/31,略减,"预计2020年1-12月归属于上市公司股东的净利润盈利:25000万元至28000万元,同比上年下降:9%至19%。同比上年降低2,800万元至5,800万元。",-9,-19
8933,sh.603028,赛福天,江苏,钢加工,2020/8/18,2020/9/30,不确定,预计2020年1-9月归属于上市公司股东的净利润可能与上年同期相比发生大幅度变动。,0,0
8934,sh.603028,赛福天,江苏,钢加工,2020/10/30,2020/12/31,不确定,预计2020年1-12月归属于上市公司股东的净利润可能与上年同期相比发生大幅度变动。,0,0
8935,sh.603028,赛福天,江苏,钢加工,2021/1/21,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:4,700万元至5,300万元,同比上年增长:227%至269%。同比上年增长3,263.49万元至3,863.49万元。",269,227
8936,sh.603029,天鹅股份,山东,农用机械,2020/4/30,2020/6/30,续亏,预计2020年1-6月归属于上市公司股东的净利润可能为亏损。,0,0
8937,sh.603029,天鹅股份,山东,农用机械,2020/8/28,2020/9/30,续亏,预计2020年1-9月归属于上市公司股东的净利润可能为亏损。,0,0
8938,sh.603031,安德利,安徽,百货,2020/1/22,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:约1,300万元至1,650万元,同比上年增长:121.91%至181.66%。",181.66,121.91
8939,sh.603031,安德利,安徽,百货,2021/1/29,2020/12/31,首亏,预计2020年1-12月归属于上市公司股东的净利润亏损:480万元至720万元。,-131.41721,-147.125816
8940,sh.603032,德新交运,新疆,公路,2020/1/23,2019/12/31,预减,预计2019年1-12月归属于上市公司股东的净利润盈利:530万元至790万元。,-96.95004,-97.953824
8941,sh.603032,德新交运,新疆,公路,2021/1/27,2020/12/31,首亏,预计2020年1-12月归属于上市公司股东的净利润亏损:600万元至900万元。,-183.974273,-225.961409
8942,sh.603033,三维股份,浙江,橡胶,2020/1/11,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:22,000万元-26,000万元,同比增长168.55%-217.38%。",217.38,168.55
8943,sh.603033,三维股份,浙江,橡胶,2020/4/30,2020/6/30,不确定,预计2020年1-6月归属于上市公司股东的净利润不确定。,0,0
8944,sh.603036,如通股份,江苏,专用机械,2020/1/21,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:6,300万元至7,080万元,同比上年增长:61.21%至81.17%。",81.17,61.21
8945,sh.603037,凯众股份,上海,汽车配件,2020/1/21,2019/12/31,略减,"预计2019年1-12月归属于上市公司股东的净利润盈利约:8,501万元,同比上年下降:33.1%左右。",-33.1,-33.1
8946,sh.603037,凯众股份,上海,汽车配件,2021/1/30,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:8,364.08万元,同比上年增长:3.22%。同比上年增长240.77万元。",3.22,3.22
8947,sh.603038,华立股份,广东,装修装饰,2020/4/28,2020/6/30,略减,预计2020年1-6月归属于上市公司股东的净利润与上年同期相比下降幅度较大。,0,0
8948,sh.603038,华立股份,广东,装修装饰,2020/8/28,2020/9/30,略减,预计2020年1-9月归属于上市公司股东的净利润可能与上年同期相比下降幅度较大。,0,0
8949,sh.603038,华立股份,广东,装修装饰,2020/10/30,2020/12/31,略减,预计2020年1-12月归属于上市公司股东的净利润与上年同期相比下降幅度较大。,0,0
8950,sh.603038,华立股份,广东,装修装饰,2021/1/20,2020/12/31,预减,"预计2020年1-12月归属于上市公司股东的净利润盈利:3,100万元至3,700万元,同比上年下降:60.54%至66.94%。同比上年降低5,676.17万元至6,276.17万元。",-60.54,-66.94
8951,sh.603039,泛微网络,上海,软件服务,2021/1/29,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:22,495.94万元至23,195.94万元,同比上年增长:60.99%至66%。同比上年增长8,522.49万元至9,222.49万元。",66,60.99
8952,sh.603041,美思德,江苏,化工原料,2020/1/17,2019/12/31,预增,"预计2019年1-12月归属于上市公司股东的净利润盈利:6,940万元至7,756万元,同比上年增长:70%至90%。",90,70
8953,sh.603041,美思德,江苏,化工原料,2021/1/27,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:11,040万元,同比上年增长:53%。同比上年增长3,836万元。",53,53
8954,sh.603042,华脉科技,江苏,通信设备,2020/1/22,2019/12/31,扭亏,"预计2019年1-12月归属于上市公司股东的净利润盈利:1,700万元至2,200万元。",119.937722,115.406421
8955,sh.603042,华脉科技,江苏,通信设备,2021/1/30,2020/12/31,略增,"预计2020年1-12月归属于上市公司股东的净利润盈利:3,000万元至3,300万元,同比上年增长:26.81%至39.49%。",39.49,26.81
8956,sh.603045,福达合金,浙江,电气设备,2020/4/30,2020/6/30,不确定,预计2020年1-6月归属于上市公司股东的净利润不确定。,0,0
8957,sh.603045,福达合金,浙江,电气设备,2020/8/31,2020/9/30,不确定,预计2020年1-9月归属于上市公司股东的净利润不确定。,0,0
8958,sh.603045,福达合金,浙江,电气设备,2020/10/29,2020/12/31,略减,预计2020年1-12月归属于上市公司股东的净利润与上年同期相比可能下滑幅度较大。,0,0
8959,sh.603056,德邦股份,上海,仓储物流,2020/1/23,2019/12/31,预减,"预计2019年1-12月归属于上市公司股东的净利润盈利:24,514.25万元至38,522.39万元,同比上年下降:45%至65%。",-45,-65
8960,sh.603056,德邦股份,上海,仓储物流,2021/1/20,2020/12/31,预增,"预计2020年1-12月归属于上市公司股东的净利润盈利:53,399.29万元至59,871.93万元,同比上年增长:65%至85%。同比上年增长21,036.08万元至27,508.72万元。",85,65
8961,sh.603058,永吉股份,贵州,广告包装,2020/7/13,2020/6/30,预增,"预计2020年1-6月归属于上市公司股东的净利润盈利:约7,550万元至8,050万元,同比上年增长:100%至114%。",114,100
8962,sh.603063,禾望电气,深圳,电气设备,2020/8/28,2020/9/30,略增,预计2020年1-9月归属于上市公司股东的净利润与上年同期比较大幅增长。,0,0
8963,sh.603063,禾望电气,深圳,电气设备,2020/10/29,2020/12/31,略增,预计2020年1-12月归属于上市公司股东的净利润与上年同期相比有较大幅度增长。,0,0
