,股票代码,股票名称,报告日期,基金家数,基金数量与上期相比,基金持股数（万股）,持股数与上期相比,基金持股市值,占流通盘比率,本季度当月平均涨幅,本季度第2个月平均涨幅,本季度第1个月平均涨幅,下季度第1个月平均涨幅,下季度第2个月平均涨幅
843,300122,智飞生物,2020/12/31,359,-28,17065.14,-629.61,2521174.59,10.67,17.69,-19.41,15.32,17.33,18.81
844,300121,阳谷华泰,2020/12/31,9,8,2156.62,1064.36,25793.18,5.75,-0.02,28.92,8.5,-4.07,23.63
845,300119,瑞普生物,2020/12/31,18,12,1085.14,183.74,20487.51,2.7,-14.19,0.2,9.74,28.13,13.38
846,300118,东方日升,2020/12/31,32,12,6638.47,-1620.05,191387.03,7.36,55.16,5.32,2.23,-35.63,-40.47
847,300117,嘉寓股份,2020/12/31,5,0,62.56,7.73,249.01,0.09,3.35,-7.79,3.11,-15.41,19.04
848,300115,长盈精密,2020/12/31,7,-15,590.14,-146.85,13630.18,0.65,-5.93,12.79,1.45,6.16,-6.73
849,300114,中航电测,2020/12/31,5,-5,422.23,-65.26,6312.33,0.71,0.97,-7.65,0.69,-12.76,2.52
850,300113,顺网科技,2020/12/31,13,4,3022.16,-929.77,51830.02,4.35,-5.54,14.94,-6.29,-6.68,-8.08
851,300101,振芯科技,2020/12/31,2,1,120,-105,1934.4,0.22,0.34,2.37,2.48,5.97,6.15
852,300088,长信科技,2020/12/31,6,3,362.41,16.11,3221.82,0.15,-10.31,1.3,-0.2,-10.14,11.01
853,300087,荃银高科,2020/12/31,21,9,4407.91,3557.82,135014.42,10.24,48,2.44,7.77,0.96,4.97
854,300083,创世纪,2020/12/31,33,14,21338.9,12003.87,251372.29,14.94,38.07,9.59,-13.71,12.19,30.06
855,300082,奥克股份,2020/12/31,8,6,201.68,195.68,2101.51,0.3,12.23,-9.36,19.86,30.97,1.73
856,300079,数码视讯,2020/12/31,2,0,5.06,0,23.63,0,-10.74,-2.05,5.48,-15.53,7.5
857,300078,思创医惠,2020/12/31,11,-5,9233.45,-709.43,83482.71,10.8,-7.76,-1.39,-14.17,-22.12,4.31
858,300075,数字政通,2020/12/31,2,-4,256,-960,2892.8,0.53,-3.43,1.27,-7.75,-12.87,0.51
859,300073,当升科技,2020/12/31,108,12,6724.76,2508.36,436100.91,15.4,38.39,-9.69,14.44,-8.11,-14.95
860,300072,三聚环保,2020/12/31,2,-1,57.84,-200.82,328.53,0.02,-16.56,-5.27,10.58,5.09,9.44
861,300070,碧水源,2020/12/31,5,-35,1240.44,-6319.02,9489.34,0.39,-9.34,10.53,-11.03,-4,6.59
862,300068,南都电源,2020/12/31,11,-13,1341.11,-5132.84,20425.11,1.57,0.61,-3.98,13.39,-21.91,0.51
863,300065,海兰信,2020/12/31,3,0,1393.13,-1817.42,20047.11,3.58,-4.3,11.07,0.93,-29.48,4.3
864,300059,东方财富,2020/12/31,773,222,136728.49,28663.47,4238583.25,15.87,13.13,23.86,-2.09,16.92,-10.63
865,300054,鼎龙股份,2020/12/31,25,-2,10502.18,928.23,198596.16,11.51,14.33,13.3,-5.44,16.87,-14.59
866,300047,天源迪科,2020/12/31,3,0,574.52,-549.48,4360.59,0.9,-10.75,1.29,6.44,-15.99,3.02
867,300041,回天新材,2020/12/31,2,0,63.28,2.26,904.27,0.15,-5.8,6.2,4.69,-0.18,-2.47
868,300037,新宙邦,2020/12/31,122,30,10218.37,5095.38,1036142.6,24.87,24.54,12.26,29.23,-16.12,-1.95
869,300036,超图软件,2020/12/31,6,0,236.3,29.75,4357.31,0.52,-9.09,-0.28,3.96,-12.38,8.43
870,300035,中科电气,2020/12/31,25,4,5149.68,80.03,63083.6,8.48,11.99,3.04,21.89,7.51,-10.51
871,300034,钢研高纳,2020/12/31,32,27,1289.57,283.73,46359.92,3,38.22,19.78,-6.24,-21.75,-3.06
872,300033,同花顺,2020/12/31,15,-58,146.27,-1372.71,18134.53,0.29,-13.52,9.08,-16.16,14.42,16.71
873,300031,宝通科技,2020/12/31,8,-5,535.79,-236.53,10405.01,1.35,-1.98,-4.26,-1.78,-13.47,-1.45
874,300017,网宿科技,2020/12/31,1,-2,13.13,-249,90.47,0.01,-10.88,0.7,-3.09,-4.96,12.16
875,300016,北陆药业,2020/12/31,4,0,269,127.96,2571.64,0.55,-14.15,1.76,-5.83,-10.38,1.65
876,300015,爱尔眼科,2020/12/31,381,89,50415.42,3121.22,3775610.97,12.47,20.8,5.64,19.9,7.21,-11.07
877,300014,亿纬锂能,2020/12/31,605,282,52731.26,7197.67,4287745.46,28.67,25.01,22.76,8.15,26.44,-14.58
878,300012,华测检测,2020/12/31,115,-1,43269.73,269.64,1184292.43,25.99,14.93,-8.49,9.89,12.93,-18.65
879,300010,豆神教育,2020/12/31,2,-24,5.86,-5499.52,57.19,0.01,-19.78,-10.39,-26.3,-5.37,7.77
880,300009,安科生物,2020/12/31,1,-4,1208.57,-820.94,17355.41,0.89,-5.14,-8.66,7.31,-1.24,5.75
881,300007,汉威科技,2020/12/31,1,0,120,-20,1867.23,0.41,-6.99,-8.3,16.65,-11.5,7.09
882,300003,乐普医疗,2020/12/31,32,-46,4014.52,-2832.67,109114.68,2.35,-5.74,-4.3,-8.53,5.49,18.24
883,300002,神州泰岳,2020/12/31,2,-1,54.32,-43.03,277.58,0.03,-15.17,14.69,0.62,-15.68,6.26
884,300001,特锐德,2020/12/31,16,-1,761.18,202.04,22348.32,0.76,14.97,21.1,22.02,22.73,-18.7
885,9989,海普瑞,2020/12/31,1,0,77.25,-28,769.75,0.06,0,0,0,0,0
886,6886,HTSC,2020/12/31,11,-2,10997.64,2698.2,112923.86,1.49,0,0,0,0,0
887,6881,中国银河,2020/12/31,7,6,4884.6,3598.7,19979.82,0.76,0,0,0,0,0
888,6865,福莱特玻璃,2020/12/31,15,-3,1597.2,-2062.3,43890.79,3.56,0,0,0,0,0
889,6837,海通证券,2020/12/31,3,0,2122.88,887.84,12381.84,0.25,0,0,0,0,0
890,6178,光大证券,2020/12/31,3,2,66.44,63.04,388.07,0.02,0,0,0,0,0
891,6099,招商证券,2020/12/31,7,2,1493.08,1086.4,14577.01,0.2,0,0,0,0,0
892,6066,中信建投证券,2020/12/31,6,3,1394.15,654.55,12086.3,1.06,0,0,0,0,0
893,6049,保利物业,2020/12/31,10,6,1333.52,1247.56,68575.19,20,0,0,0,0,0
894,6030,中信证券,2020/12/31,22,-4,4347.61,671.8,63960.57,0.44,0,0,0,0,0
895,3988,中国银行,2020/12/31,16,-4,11964.44,5169.44,26684.84,0.06,0,0,0,0,0
896,3968,招商银行,2020/12/31,38,14,3294.05,1643.19,135847.41,0.16,0,0,0,0,0
897,3958,东方证券,2020/12/31,2,0,763.6,673.6,3509.01,0.13,0,0,0,0,0
898,3908,中金公司,2020/12/31,15,1,2930,286,51779.43,11.26,0,0,0,0,0
899,3898,中车时代电气,2020/12/31,1,0,8.9,-0.1,253.21,0,0,0,0,0,0
900,3759,康龙化成,2020/12/31,2,-2,6.58,-11.94,725.47,0.02,0,0,0,0,0
901,3618,重庆农村商业银行,2020/12/31,2,-1,299.2,-1849.9,795.75,0.05,0,0,0,0,0
902,3606,福耀玻璃,2020/12/31,15,11,2530.52,1998.24,90721.14,1.26,0,0,0,0,0
903,3328,交通银行,2020/12/31,6,0,2155,1547,7436.31,0.05,0,0,0,0,0
904,3323,中国建材,2020/12/31,6,-9,5262.4,-5913.4,41278.71,0,0,0,0,0,0
905,2899,紫金矿业,2020/12/31,17,9,20725.2,10455.2,153152.69,1.06,-11.49,-0.37,3.08,-8.46,5.35
906,2628,中国人寿,2020/12/31,9,-5,257.8,-495.3,3710.27,0.01,-7.89,3.13,0.07,-5.57,5.77
907,2611,国泰君安,2020/12/31,3,2,682.8,439.86,6493.79,0.09,-1.88,9.16,-2.02,-19.81,9.67
908,2607,上海医药,2020/12/31,5,4,92.71,29.02,1065.92,0.05,-1.58,-9.52,19.87,17.77,-17.53
909,2601,中国太保,2020/12/31,24,11,1099.71,739.83,28090.56,0.16,-1.52,27.68,7.21,34.62,7.06
910,2359,药明康德,2020/12/31,9,-1,283.91,60.5,36272.67,0.2,0,0,0,0,0
911,2333,长城汽车,2020/12/31,74,41,28849.9,14265.69,645908.26,4.79,-4.74,3.88,-0.44,-1.47,2.84
912,2318,中国平安,2020/12/31,61,14,4307.53,1630.95,344420.69,0.4,10.96,-1.78,18.49,19.52,0.98
913,2238,广汽集团,2020/12/31,10,2,1798.8,-14821.24,13050.16,0.25,10.26,4.96,-7.27,-15.35,2.27
914,2208,金风科技,2020/12/31,2,-2,1228.76,-2379.01,16112.42,0.36,-13.72,-5.44,-5.63,1.35,3.48
915,2196,复星医药,2020/12/31,4,3,1314.7,686.9,40995.98,0.65,15.65,8.81,32.57,-27.25,14.5
916,1919,中远海控,2020/12/31,10,2,8329.4,6098.8,65214.72,0.96,0,0,0,0,0
917,1810,小米集团-W,2020/12/31,107,58,56615.22,33693.96,1581935.65,0,0,0,0,0,0
918,1787,山东黄金,2020/12/31,5,-5,453.07,-1709.57,6825.66,0.13,0,0,0,0,0
919,1776,广发证券,2020/12/31,4,1,699.28,-90.26,6450.42,0.12,0,0,0,0,0
920,1772,赣锋锂业,2020/12/31,40,19,4142.13,991.54,322821.23,3.73,0,0,0,0,0
921,1658,邮储银行,2020/12/31,14,11,7639.4,7342.5,28163.65,0.68,0,0,0,0,0
922,1398,工商银行,2020/12/31,27,7,13436.04,8370.4,56879.92,0.05,0,0,0,0,0
923,1336,新华保险,2020/12/31,5,-3,486.18,-853.9,12377.95,0.23,0,0,0,0,0
924,1288,农业银行,2020/12/31,9,0,4070.1,-560.2,9728.59,0.01,0,0,0,0,0
925,1211,比亚迪股份,2020/12/31,20,5,1646.79,-498.66,281636.43,0.91,0,0,0,0,0
926,1171,兖州煤业股份,2020/12/31,4,-4,216,-152.4,1127.12,0.07,0,0,0,0,0
927,1088,中国神华,2020/12/31,27,-4,3839.64,-673.3,47182.85,0.23,0,0,0,0,0
928,1071,华电国际电力股份,2020/12/31,3,0,1735,-395,2845.56,0.21,0,0,0,0,0
929,1055,中国南方航空股份,2020/12/31,1,0,44,-2,171.09,0.01,0,0,0,0,0
930,998,中信银行,2020/12/31,2,0,2515,2352.6,6964.03,0.07,15.68,3.28,-8.5,-6.88,12.14
931,981,中芯国际,2020/12/31,18,13,1830.55,1807.25,34048.52,1.67,-7.8,18.93,4.94,6.02,-2.01
932,939,建设银行,2020/12/31,36,5,31912.31,23162.1,158198.31,3.33,-4.94,-184.83,0,0,0
933,914,海螺水泥,2020/12/31,6,5,9.65,9.6,394.31,0,0,0,0,0,0
934,902,华能国际电力股份,2020/12/31,5,-4,1365.4,-875.4,3249.96,0.12,12.84,14.36,2.22,18.52,10.8
935,857,中国石油股份,2020/12/31,2,0,178,-118.4,359.55,0,0,0,0,0,0
936,763,中兴通讯,2020/12/31,2,-2,918.72,-107.32,15078.01,0.24,0,0,0,0,0
937,753,中国国航,2020/12/31,3,1,252.8,-8.6,1297.88,0.03,-2.27,6.96,-5.68,-15.28,9.42
938,728,中国电信,2020/12/31,6,2,11263.74,-1742.66,20382.03,0,1.25,9.31,-23.39,-9.89,-0.19
939,670,中国东方航空股份,2020/12/31,2,-1,468.4,-774,1320.65,0.05,0,0,0,0,0
940,564,郑煤机,2020/12/31,1,0,2.34,-107.18,20.76,0,-24.41,8.64,-5.96,-10.69,-21.72
941,386,中国石油化工股份,2020/12/31,10,0,2191.2,-487,6398.83,0.02,0,0,0,0,0
942,3816,中国广核,2020/12/31,8,2,86624.66,-41705.77,244281.53,8.88,0.55,2.98,-4.96,-3.12,0.44
943,3009,中天火箭,2020/12/31,3,-49,0.19,-2.81,13.63,0,15.93,-4.7,110.32,-25.53,3.63
944,2993,奥海科技,2020/12/31,1,-10,70.43,49.07,4673.79,1.56,-10.54,1.77,-12.49,-20.52,6.02
945,2991,甘源食品,2020/12/31,2,-7,0.13,-18.79,10.46,0.01,-14.92,-5.78,-14.56,18.78,-5.59
946,2989,中天精装,2020/12/31,10,-2,1159.06,141.42,43001.24,30.62,-14.8,-9.94,-18.44,13.88,9.39
947,2985,北摩高科,2020/12/31,13,0,848.59,163.49,164032.52,22.6,30.14,6.63,-11.14,-16.52,-3.84
948,2984,森麒麟,2020/12/31,6,4,330.99,330.71,8403.71,4.8,0.79,6.82,3.46,30.38,29.44
949,2982,湘佳股份,2020/12/31,6,5,85.06,28.71,5554.42,3.32,-6.65,1.33,-20.96,-10.03,12.46
950,2979,雷赛智能,2020/12/31,3,-1,97.78,91.12,4335.57,1.88,-8.24,21.21,3.2,-6.25,17.41
951,2978,安宁股份,2020/12/31,1,0,0.05,0,2.29,0,-7.16,30.45,4.2,1.76,8.68
952,2977,天箭科技,2020/12/31,10,6,127.67,81.13,17772.18,7.13,16.28,22.62,-18.3,-29.94,7.48
953,2968,新大正,2020/12/31,8,-2,471.8,8.25,23377.81,10.16,6.48,-9.88,-6.39,4.31,25.24
954,2967,广电计量,2020/12/31,18,15,564.7,-1547.75,20696.26,2.95,31.16,-9.31,-2.01,1.6,3.37
955,2960,青鸟消防,2020/12/31,10,3,341.17,87.11,12763.17,2.3,-5.74,18.35,-7.95,-23.1,43.4
956,2959,小熊电器,2020/12/31,7,-12,286.36,47.94,32459.13,3.76,12.39,-6.26,-5.57,-22.44,-9.46
957,2958,青农商行,2020/12/31,2,0,38.14,34.94,194.13,0.01,3.35,14.04,-6.34,-11,1.98
958,2949,华阳国际,2020/12/31,2,-3,459.07,-127.52,8607.56,4.49,-12.57,-16.84,2.79,7.35,7.38
959,2948,青岛银行,2020/12/31,2,0,60.3,-139.7,357.58,0.1,11.95,16.84,0.28,-16.04,4.36
960,2947,恒铭达,2020/12/31,7,-3,458.65,128.09,18937.49,9.42,-19.1,5.18,-9.44,-21.13,3.13
961,2946,新乳业,2020/12/31,3,-1,9.2,-39.16,162.01,0.06,-0.92,-6.39,10.75,6.86,1.71
962,2942,新农股份,2020/12/31,2,-1,208,-24.66,5884.32,5.1,-16.68,5.94,1.36,-5.17,4.59
963,2940,昂利康,2020/12/31,2,-7,200,-149.34,8272,4.23,-8.29,-6.85,-10.6,-15.93,2.98
964,2938,中银证券健康产业混合,2020/12/31,63,-87,4223.46,-6187.41,208744.93,2.91,-11.03,14.63,-14.17,-20.05,3.62
965,2938,鹏鼎控股,2020/12/31,63,-87,4223.46,-6187.41,208744.93,8.17,-11.03,14.63,-14.17,-20.05,3.62
966,2935,天奥电子,2020/12/31,3,2,257.34,-64.28,7200.25,2.18,17.64,-2.52,-2.68,-16.96,-3.37
967,2930,宏川智慧,2020/12/31,9,0,1307.54,43.81,25510.05,7.28,-6.89,4.32,11.8,-6.17,0.74
968,2928,华夏航空,2020/12/31,23,-26,8856.01,-1756.9,112028.54,8.74,-0.21,13.08,-16.01,14.06,10.36
969,2926,华西证券,2020/12/31,16,13,1062.24,670.75,13256.8,0.57,-0.08,10.91,-3.07,-22.31,0.56
970,2925,盈趣科技,2020/12/31,32,10,2568.28,405.46,165217.14,5.62,-2.7,11.73,1.36,6.53,-6.33
971,2920,德赛西威,2020/12/31,22,4,926.1,457.69,77921.93,1.68,14.38,9.16,-3.87,31.86,-20.59
972,2918,蒙娜丽莎,2020/12/31,11,3,925.43,705.33,29891.31,2.27,14.82,-1.84,-18.84,2.67,22.45
973,2916,深南电路,2020/12/31,4,-4,67.97,29.14,7344.77,0.14,1.92,2.8,-6.98,1.29,8.25
974,2912,中新赛克,2020/12/31,2,-4,174.5,46.9,10113.75,1.39,-2.69,-17.11,9.91,-17.68,8.49
975,2895,川恒股份,2020/12/31,2,-4,17.8,-86.97,196.36,0.04,-8.48,11.53,-3.8,-4.32,14.73
976,2891,中宠股份,2020/12/31,13,2,858.89,114.19,49300.85,4.81,10.53,-0.58,20.12,-9.98,5.07
977,2884,凌霄泵业,2020/12/31,17,1,3490.69,1193.5,83427.56,13.75,-1.71,-5.01,14.33,7.24,12.85
978,2878,元隆雅图,2020/12/31,5,-1,11.38,-24.47,233.96,0.05,-15.31,5.22,-1.04,-7.7,-0.66
979,2876,三利谱,2020/12/31,4,2,582.78,462.78,28550.19,4.71,9.06,4.96,8.17,14.33,16.36
980,2867,周大生,2020/12/31,42,17,5653.77,2520.35,150157.07,7.82,0.79,11.84,-0.6,21.04,6.99
981,2866,传艺科技,2020/12/31,2,0,24.57,0,418.92,0.1,14.5,-3.9,-13.89,-14.84,-5.46
982,2859,洁美科技,2020/12/31,4,0,3072.25,2334.86,77850.8,7.49,2.02,-3.68,-6.2,18.69,2.82
983,2851,麦格米特,2020/12/31,32,-3,2565.39,-1177.86,87377.24,5.38,-2.12,9.65,-0.66,3.09,-3.01
984,2850,科达利,2020/12/31,38,8,3411.92,1729.54,316259.33,16.25,32.02,0.16,-1.54,-15.85,-7.6
985,2847,盐津铺子,2020/12/31,7,-13,65.01,-451.53,7165.14,0.52,-2.03,-9.18,-12.31,2.83,-3.36
986,2845,同兴达,2020/12/31,3,0,767.11,766.23,20404.26,3.84,-6.04,-8.25,4.41,6.58,-4.39
987,2841,视源股份,2020/12/31,50,2,8368.4,1182.74,962616.71,12.55,7.31,3.63,5.44,21.76,-4.67
988,2839,张家港行,2020/12/31,3,-4,374.74,119.64,2285.91,0.26,-4.11,14.62,-0.53,-8.91,1.51
989,2838,道恩股份,2020/12/31,2,-4,5.94,-103.54,152.9,0.01,15.47,-17.82,-2.29,-1.98,1.7
990,2837,英维克,2020/12/31,1,0,1.17,0,20.48,0,-12.06,4.84,-9.78,7.07,10.1
991,2833,弘亚数控,2020/12/31,20,-16,2103.74,653.34,91659.77,9.72,7.24,-16.34,17.65,11.82,34.33
992,2832,比音勒芬,2020/12/31,14,8,4389.42,3337.01,71284.11,8.38,-3.12,-0.67,3.69,0.71,6.85
993,2831,裕同科技,2020/12/31,50,24,5728.44,-326.02,175404.95,6.11,15.84,-5.67,-6.61,7.62,-3.45
994,2829,星网宇达,2020/12/31,3,1,311.63,5.5,13456.33,2.01,7.5,-0.03,1.67,-15.79,-2.27
995,2823,凯中精密,2020/12/31,2,0,145.38,-13.98,1509.04,0.51,-13.24,3.37,7.98,-10.94,6.79
996,2821,凯莱英,2020/12/31,164,-25,5995.79,1762.45,1789288.89,25.98,22.36,-6.6,4.39,0.46,-7.04
997,2812,恩捷股份,2020/12/31,212,58,6431.17,1237.62,908167.96,10.04,39.38,-2.75,9.17,-2.23,-14.98
998,2810,山东赫达,2020/12/31,6,-1,481.26,-107.11,16555.4,2.57,-2.68,-0.3,2.97,51.6,4.58
999,2803,吉宏股份,2020/12/31,7,-21,3168.61,-2015.05,102155.9,8.37,4,-15.22,-9.92,2.05,22.62
1000,2798,帝欧家居,2020/12/31,1,-7,4.51,-162.86,92.45,0.01,-1.21,-5.58,-15.44,1.25,15.81
1001,2797,第一创业,2020/12/31,5,-7,397.97,-460.39,3959.8,0.1,-5.44,9.03,-10.46,-21.62,-0.25
1002,2791,坚朗五金,2020/12/31,49,-8,1066.41,-4.32,153338.66,3.32,12.12,-1.28,-0.72,19.98,-10.31
1003,2777,久远银海,2020/12/31,7,-2,1658.37,-170.74,38706.44,5.28,2.39,11.95,1.21,-25.62,10.66
1004,2773,康弘药业,2020/12/31,19,-1,3951.08,889.97,188807.65,4.3,8.91,4.07,-6.46,-17.07,2.09
1005,2759,东兴安盈宝货币A,2020/12/31,3,0,328.18,274.43,5454.35,0.12,30.31,-14.51,46.39,18.58,0.28
1006,2759,天际股份,2020/12/31,3,0,328.18,274.43,5454.35,0.82,30.31,-14.51,46.39,18.58,0.28
1007,2756,永兴材料,2020/12/31,38,36,2329.03,2288.85,126279.83,5.81,66.7,49.59,12.3,-4.92,-12.44
1008,2749,国光股份,2020/12/31,12,0,2043.96,-87.32,22320.02,4.76,-9.33,-4.47,3.05,-8.79,12.08
1009,2747,埃斯顿,2020/12/31,15,-10,7148.27,862.29,212929.31,8.57,24.13,18.16,13.43,19.26,-9.57
1010,2745,木林森,2020/12/31,7,-8,250.51,-515.42,3654.92,0.17,-0.88,24.96,-8.76,9.54,-14.55
1011,2739,万达电影,2020/12/31,44,27,6608.89,5932.35,118072.48,3.39,-4.89,25.29,-14.41,26.63,-7.54
1012,2737,葵花药业,2020/12/31,3,1,10.46,-0.38,153.45,0.02,-0.27,-3.82,0.34,-13.59,2.53
1013,2736,国信证券,2020/12/31,15,9,479.42,259.16,6539.27,0.05,-0.22,5.47,-0.26,-12.95,-4.37
1014,2734,利民股份,2020/12/31,1,-5,522.54,-151.71,6641.45,1.42,-5.19,4.16,-9.19,2.42,9.65
1015,2733,雄韬股份,2020/12/31,2,0,361.84,0,7139.14,0.94,7.91,24.31,-13.06,-1.8,-7
1016,2727,一心堂,2020/12/31,46,-9,8357.62,2865.16,277290.61,14.16,-18.12,2.83,3.55,20.41,12.69
1017,2726,龙大肉食,2020/12/31,9,4,792.41,757.49,10142.89,0.8,0.97,21.05,0.11,-1.94,-12.8
1018,2714,牧原股份,2020/12/31,119,-22,8263.24,-48.44,637095.84,2.23,0.58,10.35,-3.61,25.44,31.38
1019,2709,天赐材料,2020/12/31,182,27,10106.42,4346.63,1049046.43,18.61,29.77,20.57,20.68,-6.74,-4.85
1020,2706,良信股份,2020/12/31,71,9,8222.03,-412.13,251922.93,10.48,26.52,-6.5,2.55,2.37,-13.93
1021,2705,新宝股份,2020/12/31,38,-21,7163.86,-1281.08,302263.6,8.94,1.07,-6.43,7.8,20.23,-10.18
1022,2701,奥瑞金,2020/12/31,5,-5,3293.06,374.46,16267.73,1.36,-16.14,4.72,6.16,-3.76,18.99
1023,2698,博实股份,2020/12/31,11,4,2123.39,1111.96,25735.53,2.08,-0.02,1.37,-1.86,8.01,13.08
1024,2697,红旗连锁,2020/12/31,1,-10,119.56,-4798.62,790.29,0.09,-8.95,-6.69,-8.84,-10.92,6.97
1025,2695,煌上煌,2020/12/31,5,-8,113.49,-2041.54,2599.02,0.22,0.31,10.15,-11.3,-0.99,1.39
1026,2690,美亚光电,2020/12/31,6,-5,124.88,-730.33,5529.66,0.18,0.41,11.89,-11.78,4.58,-16.09
1027,2683,宏大爆破,2020/12/31,5,-18,692.58,-682.75,24898.33,0.99,-13.41,-14.1,-4.87,-11.57,4.53
1028,2677,浙江美大,2020/12/31,20,-2,3171.81,-993.43,50526.97,4.91,-2.32,-12.18,4.13,28.2,-6.23
1029,2675,东诚药业,2020/12/31,11,-7,2177.7,-395.03,43143.47,2.98,-11.19,-3.16,4.07,-2.74,14.28
1030,2669,康达新材,2020/12/31,1,-7,9.22,-109.88,151.85,0.04,-10.61,8.44,5.32,-9.01,0.33
1031,2661,克明面业,2020/12/31,3,-7,110.32,-177.02,1963.7,0.33,-7.84,3.38,-6.12,-1.15,-6.5
1032,2659,凯文教育,2020/12/31,4,1,370.76,259.45,1805.95,0.63,-27.3,12.88,2.35,-22.47,10.29
1033,2651,利君股份,2020/12/31,9,0,4026.35,2313.48,46464.07,3.97,17.96,-1.07,-6.32,-8.32,12.1
1034,2648,卫星石化,2020/12/31,57,7,5190.58,1895.97,134406.52,4.87,1.49,19.98,9.23,41.3,26.15
1035,2643,万润股份,2020/12/31,33,4,4470.89,1825.56,97331.23,4.92,13.99,12.09,-3.03,0.68,-8.16
1036,2641,永高股份,2020/12/31,3,2,220.06,-296.5,1403.95,0.18,-9.05,-2.27,-3.77,-7.24,14.11
1037,2637,赞宇科技,2020/12/31,10,9,1565.22,1561.95,19674.82,3.7,-3.02,2.24,-11.67,-4.04,12.56
1038,2627,宜昌交运,2020/12/31,3,1,1063.4,168.08,5636.04,1.99,2.66,-14.51,-7.51,-1.86,9.4
1039,2626,金达威,2020/12/31,3,-4,83.25,-71.13,2886.28,0.14,6.23,-10.71,8.19,-13.1,24.92
1040,2624,完美世界,2020/12/31,117,-56,13122.06,-4320.89,387100.78,6.76,10.38,3.27,-16.45,-5.01,-10.57
1041,2623,亚玛顿,2020/12/31,5,2,1042.91,145.17,45877.65,6.52,13.88,-3.39,14.55,-10.57,3.58
1042,2617,露笑科技,2020/12/31,2,0,30,-14,246.6,0.02,10.73,10.03,-1.91,-2.36,0.98
1043,2616,长青集团,2020/12/31,2,-5,934.41,-1115.84,7101.5,1.26,-7.13,-5.09,-15.27,-6.64,6.59
1044,2614,奥佳华,2020/12/31,5,-6,555.59,-2743.58,7472.72,0.9,-1.06,-0.69,-7.71,6.4,-1.76
1045,2610,爱康科技,2020/12/31,23,16,18289.92,13945.2,60173.83,4.08,48.75,-12.07,-3.86,-30.77,4.36
1046,2609,捷顺科技,2020/12/31,9,-1,3898.87,691.91,36298.47,6.14,-12.96,0.88,-12.51,-2.61,6.37
1047,2607,中公教育,2020/12/31,35,-17,6815.03,-4442.29,239411.91,2.76,-1.58,-9.52,19.87,17.77,-17.53
1048,2605,姚记科技,2020/12/31,1,-4,154.37,-120.29,3788.34,0.38,-9.68,-5.73,0.55,11.89,-9.5
1049,2603,以岭药业,2020/12/31,7,-1,669.38,552.3,17069.12,0.56,1.88,-4.49,-0.85,-2.68,-3.57
1050,2602,世纪华通,2020/12/31,11,-14,3799.13,-353.37,27011.79,0.65,-9.13,-2.1,-10.49,-12.79,7.39
1051,2601,中银证券价值精选灵活配置混合,2020/12/31,97,22,5615.03,-1186.17,172774.62,3.87,-1.52,27.68,7.21,34.62,7.06
1052,2601,龙蟒佰利,2020/12/31,97,22,5615.03,-1186.17,172774.62,2.76,-1.52,27.68,7.21,34.62,7.06
1053,2600,领益智造,2020/12/31,50,-8,13024.44,-32854.33,156008.71,5.12,-16.4,9.98,16.53,-8.95,5.59
1054,2599,盛通股份,2020/12/31,2,0,1891.56,219.61,7396,3.49,-8.45,4.16,-0.09,-8.86,5.21
1055,2597,金禾实业,2020/12/31,43,-10,2368.51,-943.09,76810.7,4.22,3.52,13.81,-10.06,39.42,-3.22
1056,2595,豪迈科技,2020/12/31,15,0,7017.82,-1319.51,208078.3,8.77,20.73,1.3,-6.5,20.5,-14.59
1057,2594,比亚迪,2020/12/31,271,64,8376.02,-4059.5,1627461.25,4.62,13.38,12.3,33.17,25.42,-14.09
1058,2585,双星新材,2020/12/31,1,0,2.48,-66.53,24.95,0,1.76,9.61,13.94,-2.51,7.58
1059,2572,索菲亚,2020/12/31,33,-2,3360.64,611.8,87040.47,3.68,-4.64,0.66,7.35,25.87,7.03
1060,2568,百润股份,2020/12/31,82,16,6266.19,-279.29,651483.78,12.05,32.01,12.35,4.76,13.68,-21.71
1061,2567,唐人神,2020/12/31,2,-5,30.94,-31.08,245.35,0.03,-2.75,6.14,-9.11,4.04,5.75
1062,2563,森马服饰,2020/12/31,20,-3,10797.1,288.9,108186.92,4.01,12.56,9.78,4.51,-14.48,12.23
1063,2560,通达股份,2020/12/31,2,-1,1094.33,886.38,8986.39,2.49,1.33,-1.82,-12.13,-23.96,5.02
1064,2558,巨人网络,2020/12/31,5,-4,2678.97,-3309.65,46390.51,1.32,-2.23,-5.44,-1.3,0.22,-2.87
1065,2557,洽洽食品,2020/12/31,28,-20,1317.96,-842.88,70972.09,2.6,0.39,-6.63,3.6,14.09,-9.45
1066,2555,三七互娱,2020/12/31,75,-107,9362.5,-11824.55,292391.01,4.43,19.56,-2.32,-28.15,6.15,-10.91
1067,2541,鸿路钢构,2020/12/31,44,-30,5559.74,-1205.35,203097.44,10.62,5.36,-6.52,-9.41,32.08,2.97
1068,2540,亚太科技,2020/12/31,2,0,313.2,308.4,1628.64,0.25,0,11.3,1.64,-13.32,5.41
1069,2539,云图控股,2020/12/31,7,5,251.8,227.46,1860.8,0.25,-0.89,4.85,-3.39,29.17,12.94
1070,2532,天山铝业,2020/12/31,20,15,6070.2,5867.84,42353.8,12.07,-17.65,22.71,5.46,-11.02,58.95
