,股票代码,股票名称,报告日期,基金家数,基金数量与上期相比,基金持股数（万股）,持股数与上期相比,基金持股市值,占流通盘比率,本季度当月平均涨幅,本季度第2个月平均涨幅,本季度第1个月平均涨幅,下季度第1个月平均涨幅,下季度第2个月平均涨幅
1,688981,中芯国际,2020/12/31,108,9,16379.63,5874.43,944065.35,14.95,-1.72,-4.93,23.66,-0.69,3.45
2,688600,皖仪科技,2020/12/31,2,-4,0.72,-1.22,12.2,0.02,-17.49,3.81,-8.41,-10.42,6.57
3,688599,天合光能,2020/12/31,19,-7,1155.38,1008.1,26746.98,3.72,8.75,35.15,-2.36,1.95,-10.44
4,688598,金博股份,2020/12/31,9,-14,23.63,9.67,5109.87,1.23,68.71,6.61,12.93,6.15,-20.65
5,688596,正帆科技,2020/12/31,20,5,21.9,6.61,428.6,0.38,-13.32,4.31,-3.28,-18.99,1.82
6,688595,芯海科技,2020/12/31,27,17,22.59,19.65,1432.78,1.11,-12.7,21.07,3.67,-8.89,8.13
7,688589,力合微,2020/12/31,12,7,4.2,2.49,148.22,0.16,-22.95,-1.42,-2.86,-14.72,4.94
8,688586,江航装备,2020/12/31,24,5,31.09,7.32,938.83,0.33,-11.17,19.07,-9.74,-22.01,1.7
9,688585,上纬新材,2020/12/31,11,0,5.41,0,67.73,0.14,-13.45,6.05,2.89,-6.88,6.94
10,688580,伟思医疗,2020/12/31,16,1,140.84,63.61,14301.4,8.59,3.88,-13.72,-29.29,2.77,25.97
11,688579,山大地纬,2020/12/31,10,-3,9.24,-2.82,132.85,0.24,-17.78,4,-8.55,-13.72,7.17
12,688577,浙海德曼,2020/12/31,1,0,0.15,0,6.18,0.01,-21.52,11.83,2.89,-6.32,10.07
13,688569,铁科轨道,2020/12/31,3,-1,1.73,-0.7,34.85,0.03,-13.66,6.09,-3.62,-3.59,-0.74
14,688568,中科星图,2020/12/31,25,3,23.89,2.66,1048.87,0.48,-20.35,5.42,-8.7,16.63,-2.41
15,688567,孚能科技,2020/12/31,50,6,1385.25,383,63199.76,8.98,51.1,-4.21,20.94,-15.93,-10.56
16,688561,奇安信,2020/12/31,55,13,293.63,-92.08,36888.82,4.01,19.33,20.7,-9.16,-8.35,-3.29
17,688559,海目星,2020/12/31,10,3,5.49,1.74,169.88,0.12,39.38,1.19,-4.2,-19.61,-6.51
18,688556,高测股份,2020/12/31,6,-1,3.27,0.3,88.14,0.09,-3.23,5.6,-4.87,-26.95,5.23
19,688551,科威尔,2020/12/31,2,-1,0.44,-0.22,14.74,0.02,-16.4,5.74,2.48,-19.52,3.12
20,688550,瑞联新材,2020/12/31,7,-4,1.05,-10.05,88.2,0.06,-15.2,2.46,-2.2,-4.94,7.07
21,688536,思瑞浦,2020/12/31,54,24,741.35,530.98,320014.1,41,12.38,37.3,17.91,16.89,-6.28
22,688528,秦川物联,2020/12/31,13,-2,9.9,-0.83,161.77,0.25,-19.76,0.09,-3.11,-10.38,6.7
23,688526,科前生物,2020/12/31,48,11,241.88,193.8,9977.32,3.03,-12.38,18.94,23.2,-4.98,4.98
24,688521,芯原股份,2020/12/31,15,-6,12.58,-6.81,980.79,0.28,-17.21,16.45,-7.23,5.77,-9.53
25,688520,神州细胞,2020/12/31,2,-29,1.3,-26.01,59.38,0.03,-11.87,-7.24,-4.89,-4.4,11.28
26,688519,南亚新材,2020/12/31,12,-3,14.83,4.75,459.5,0.29,-3.62,3.56,-6.42,-16.92,18.83
27,688518,联赢激光,2020/12/31,1,-19,1.41,-25.23,21.52,0.02,-15.69,1.4,-4.28,-13.07,8.39
28,688516,奥特维,2020/12/31,8,-9,376.17,235.82,29905.35,17.81,8.47,2.5,-1.39,-19.09,0.32
29,688513,苑东生物,2020/12/31,8,-2,2.81,-0.77,129.88,0.11,-11.33,4.03,1.47,-1.98,3.04
30,688508,芯朋微,2020/12/31,30,5,121.21,1.51,11430.69,4.52,-14.36,13.06,0.62,-6.75,-2.48
31,688505,复旦张江,2020/12/31,1,-23,2.27,-37,39.23,0.02,-15.98,-3.82,-5.17,1.13,-9.55
32,688500,慧辰资讯,2020/12/31,8,-1,2.22,-0.26,85.9,0.13,-17.92,-3.47,-5.97,-11.39,13.31
33,688488,艾迪药业,2020/12/31,13,7,10.19,5.74,249.47,0.19,-20.97,12.04,-5.4,-10.42,0.04
34,688418,震有科技,2020/12/31,6,-1,2.4,-1.35,61.54,0.06,-22.87,3.83,-5.25,-18.12,3.18
35,688408,中信博,2020/12/31,48,14,355.47,131.02,60570.34,11.23,23.6,0.07,30.76,11.74,-4.78
36,688396,华润微,2020/12/31,29,-5,3997.61,3413.39,249810.49,12.15,3.08,30.31,-14.37,-4.02,13.33
37,688393,安必平,2020/12/31,7,2,2.3,0.85,82.73,0.1,-14.31,-6.11,9.51,-0.75,1
38,688390,固德威,2020/12/31,56,4,331.34,94.37,78696.61,15.82,40.06,-5.93,19.11,25.77,-25.95
39,688388,嘉元科技,2020/12/31,44,33,1646.44,1284.4,145117.53,9.83,40.68,20.27,3.51,-9.44,1.2
40,688379,华光新材,2020/12/31,2,-1,0.81,-0.49,19.22,0.04,-18.58,5.37,-1.57,-8.4,2.8
41,688378,奥来德,2020/12/31,3,-1,0.4,-24.97,21.4,0.03,-7.11,-5.17,-0.04,-7.66,-1.39
42,688377,迪威尔,2020/12/31,4,-3,2.58,-2.54,48.24,0.06,-21.69,5.33,-10.63,-14.55,4.75
43,688369,致远互联,2020/12/31,2,-6,107.9,-91.99,8286.94,1.85,10.33,-5.09,-10.53,-22.41,-3.07
44,688368,晶丰明源,2020/12/31,11,-11,145.49,-52.55,25037.08,9.47,-10.44,22.78,5.36,2.65,-0.52
45,688363,华熙生物,2020/12/31,9,-1,230.1,32.68,33693.05,2.47,0.13,9.95,4.81,32.33,-9.62
46,688356,键凯科技,2020/12/31,15,5,47.29,-0.82,5179.5,3.32,6.56,-4.26,24.9,-14.41,4.3
47,688339,亿华通,2020/12/31,46,23,71.35,18.36,19318.62,4.42,14.61,53.59,-6.56,19.76,-12.86
48,688338,赛科希德,2020/12/31,15,0,3.61,0.55,197.16,0.18,-17.23,1.27,-9.6,-10.33,3.14
49,688336,三生国健,2020/12/31,24,-1,30.57,-1.44,742.6,0.51,-7.61,-1.27,-11.84,-24.7,5.04
50,688335,复洁环保,2020/12/31,4,-3,1.46,-1.22,53.47,0.08,-14.2,5.5,-15.63,-11.05,-0.7
51,688333,铂力特,2020/12/31,4,3,91.87,87.93,13851.41,2.07,18.34,10.53,17.61,6.97,14.66
52,688330,宏力达,2020/12/31,10,-156,2.88,-42.96,218.49,0.12,-11.46,2.87,4.83,-7.97,3.56
53,688321,微芯生物,2020/12/31,2,1,0.2,-0.77,7.4,0,-18.22,-0.57,-7.88,0.62,1.32
54,688313,仕佳光子,2020/12/31,7,6,5.01,4.29,114.73,0.11,-14.54,12.15,-11.2,-10.44,1.07
55,688311,盟升电子,2020/12/31,36,5,109.91,64.8,13123.02,3.99,23.36,7.7,-11.43,-22.22,-10.13
56,688309,恒誉环保,2020/12/31,5,-4,1.34,-1,43.49,0.07,-16.26,-1.04,-7.83,-15.45,5.9
57,688301,奕瑞科技,2020/12/31,23,12,13.27,11.09,2242.77,0.85,-8.64,11.23,17.67,1.47,17.9
58,688300,联瑞新材,2020/12/31,3,2,32.6,31.88,1526.66,0.62,-4.08,-0.25,2.22,-7.83,27.75
59,688299,长阳科技,2020/12/31,3,-4,47.2,18.88,1179.06,0.21,13.74,-19.84,0.67,-9.44,9.28
60,688298,东方生物,2020/12/31,4,1,9.08,-3.85,1843.38,0.15,39.08,-7.72,-1.17,-29.14,1.99
61,688289,圣湘生物,2020/12/31,28,-2,15.02,1.24,1661.34,0.43,9.48,-13.53,10.41,16.36,-16.97
62,688286,敏芯股份,2020/12/31,13,6,1.63,0.59,191.54,0.13,-8.26,21.38,-4.13,-4.09,-15.18
63,688277,天智航,2020/12/31,21,-6,16.2,-5.29,607.86,0.44,-21.13,-13.3,-10.29,4.87,-0.36
64,688268,华特气体,2020/12/31,3,1,1.64,0.6,100.91,0.05,-4.55,2.31,-2.09,0.58,3.17
65,688258,卓易信息,2020/12/31,2,0,20.59,-1.8,1144.97,0.49,-4.96,-7.6,-7.64,-20.4,-5.07
66,688256,寒武纪,2020/12/31,30,-1,17.38,-0.39,2494.57,0.53,-11.7,-11.09,16.72,5.59,0.71
67,688229,博睿数据,2020/12/31,9,-10,1.29,-1.16,130.75,0.12,3.97,-1.16,-1.38,9.49,1.77
68,688215,瑞晟智能,2020/12/31,3,1,0.31,0.12,14.17,0.03,-20.54,-1.9,-0.41,-13.38,2.2
69,688208,道通科技,2020/12/31,12,-16,1329.76,-751.42,91101.9,4.91,0.2,-7.4,18.85,2.28,10.64
70,688202,美迪西,2020/12/31,3,-1,168.9,153.77,26555.42,6.44,17.03,-19.18,0.01,54.02,15.66
71,688200,华峰测控,2020/12/31,11,5,126.97,94.68,47427.4,3.54,30.29,14.23,3.22,2.84,13.27
72,688198,佰仁医疗,2020/12/31,4,-1,40.36,6.02,3134.36,1.77,-4.76,-18.39,10.02,39.48,-4.35
73,688188,柏楚电子,2020/12/31,26,-2,749.78,226.9,197657.03,29.17,-1.22,6.19,9.8,17.63,-4.46
74,688186,广大特材,2020/12/31,1,0,0.56,-0.25,20.19,0.01,3.81,9.76,-2.44,-24.14,7.9
75,688185,康希诺,2020/12/31,40,0,14.02,-0.24,5004.98,0.58,1.72,-2.21,16.02,5.52,36.49
76,688180,君实生物,2020/12/31,31,-8,401.63,-7.18,25920.53,5.53,14.79,-16.2,-0.16,12.64,13.75
77,688169,石头科技,2020/12/31,88,19,549.8,128.37,569592.07,12.22,28.09,7.03,33.65,13.85,-16.71
78,688166,博瑞医药,2020/12/31,9,3,376.78,267.29,17256.35,2.09,-5.94,-16.21,4.43,0.38,1.23
79,688165,埃夫特,2020/12/31,12,3,25.19,3.71,330.05,0.2,-10.92,5.25,-6.14,-25.13,1.57
80,688158,优刻得,2020/12/31,2,-2,772,-155.99,32130.64,2.45,-25.59,1.44,-13.47,-1.32,13.01
81,688157,松井股份,2020/12/31,6,-23,4.38,-95.49,363.81,0.23,-12.49,-5.25,2.11,20.28,-7.61
82,688156,路德环境,2020/12/31,2,-1,0.52,-0.26,10.38,0.02,-16.46,2.68,-3.17,-12.02,7.61
83,688155,先惠技术,2020/12/31,9,2,2.05,0.48,137.64,0.11,-11.27,11.88,34.8,29.74,3.86
84,688139,海尔生物,2020/12/31,11,1,359.22,-65.83,23453.41,1.98,-7.76,9.9,-4.15,24.64,-1.84
85,688127,蓝特光学,2020/12/31,20,9,209.11,201.57,7513.9,5.66,18.8,16.13,0.08,-22.28,-5.74
86,688126,沪硅产业,2020/12/31,13,-27,8711.75,3201.46,288533.32,17.58,-5.07,10.68,-4.92,-1.97,-2.72
87,688123,聚辰股份,2020/12/31,1,0,0.67,0,40.06,0.01,-6.72,6.12,-0.68,-20.75,-2.95
88,688122,西部超导,2020/12/31,90,27,3634.61,-171.42,284542.26,11.71,36.5,12.07,-10.59,-26.81,3.45
89,688116,天奈科技,2020/12/31,22,18,1665.99,1497.46,102744.87,9.44,36.17,-0.43,9.68,19.19,-14.54
90,688111,金山办公,2020/12/31,205,15,4130.13,1356.13,1684405.24,19.14,25.87,0.45,0.1,2.63,-21.4
91,688106,金宏气体,2020/12/31,7,-27,8.37,-52.57,254.56,0.08,9.01,-2.01,-9.02,-9.76,-7.89
92,688099,晶晨股份,2020/12/31,37,20,6176.85,4726.17,483249.12,29.2,12.74,-4.48,9.85,4.39,13.3
93,688095,福昕软件,2020/12/31,28,-8,63.1,18.64,15212.42,5.52,-19.88,8.42,-9.85,10.79,14.35
94,688093,世华科技,2020/12/31,4,-4,1.64,-0.97,38.85,0.04,-11.07,13.43,-12.49,1.28,0.45
95,688088,虹软科技,2020/12/31,10,-4,317.17,102.9,21902.89,1.19,3.08,4.51,-10.36,-16.65,-0.22
96,688077,大地熊,2020/12/31,3,-2,0.61,-0.29,22.9,0.03,-18.13,17.64,-12.94,-0.21,26
97,688069,德林海,2020/12/31,7,-3,1.17,-0.45,73.15,0.08,-25.02,-3.05,-7.28,20.49,19.57
98,688065,凯赛生物,2020/12/31,20,-6,32.84,-7.05,2751.66,0.82,-12.06,7.06,-7.78,-6.57,7.79
99,688060,云涌科技,2020/12/31,14,-2,2.62,-0.32,213.94,0.18,-27.39,-1.99,-7.56,-12.98,10.54
100,688058,宝兰德,2020/12/31,3,-5,36.52,-13.18,3219.05,1.67,-9.72,-0.04,-20.79,-8.22,-4.28
101,688055,龙腾光电,2020/12/31,21,-1,94.08,-5.42,756.39,0.33,-11.4,6.78,-8.19,-20.26,4.22
102,688051,佳华科技,2020/12/31,3,-11,12.16,-37.88,987.24,0.66,-13.69,-5.39,-15.46,-16.31,6.66
103,688050,爱博医疗,2020/12/31,35,-11,192.52,-169.87,33268.6,8.57,4.58,-20.66,6.78,5.51,8.88
104,688037,芯源微,2020/12/31,8,7,48.5,17.71,4997.65,1.09,4.9,-4.98,0.87,3.28,-7.99
105,688036,传音控股,2020/12/31,74,45,3559.2,2072.33,535099.61,9.15,11.13,19.78,25.06,24.47,-3.58
106,688029,南微医学,2020/12/31,13,-16,444.12,-335.46,81584.51,10.36,4.26,-13.76,-10.78,-2.87,14.64
107,688027,国盾量子,2020/12/31,12,2,2.9,0.42,672.31,0.17,-3.18,-12.09,23.22,-8.15,-3.36
108,688023,安恒信息,2020/12/31,29,5,415,24.43,107584.35,8.04,8.88,0.65,-14.19,2.22,0.46
109,688021,奥福环保,2020/12/31,5,3,204.09,188.92,12517.01,4.47,-5.14,21.36,0.89,-21.25,4
110,688020,方邦股份,2020/12/31,5,1,163.92,151.8,15606.77,4.47,0.87,12.05,-8.05,-21.28,12.83
111,688019,安集科技,2020/12/31,3,1,258.58,220.69,77004.53,8.65,-7.98,5.9,-1.12,9.12,-9.06
112,688017,绿的谐波,2020/12/31,41,24,160.19,-10.4,23383.65,5.54,36.01,37.69,9.36,-2.33,-22.78
113,688016,心脉医疗,2020/12/31,10,0,68.66,-33.96,17248.07,1.86,14.8,-11.42,0.54,13.77,-2.72
114,688015,交控科技,2020/12/31,4,-4,34.66,-28.59,1301.08,0.38,-13.59,-6.97,-3.1,8.66,3.07
115,688013,天臣医疗,2020/12/31,2,0,0.6,0,17.33,0.04,-20.71,8.15,4.63,-13.87,8.24
116,688012,中微公司,2020/12/31,37,3,4047.21,985.68,633165.94,16.49,7.32,-5.81,-4.18,1.01,-16.77
117,688011,新光光电,2020/12/31,3,1,452.99,202.91,23193.16,11.11,-2.9,13.19,-12.82,-17.53,-1.74
118,688009,中国通号,2020/12/31,4,2,1222.15,-136.47,7161.8,0.62,-5.08,2.69,-4.16,-1.14,1.53
119,688008,澜起科技,2020/12/31,33,5,4899.8,4266.14,405563.58,11.63,10,12.48,-14.53,7.53,-12.7
120,688006,杭可科技,2020/12/31,25,18,1500.32,744.3,123756.38,13.73,41.72,5.04,5.62,-10.51,5.13
121,688002,睿创微纳,2020/12/31,94,42,5596.86,2832.57,620976.19,24.35,21,13.98,1.44,0.6,-9.45
122,605358,立昂微,2020/12/31,3,-82,94,88.42,11317.6,2.32,44.39,45.34,82.29,-25.3,4.93
123,605338,巴比食品,2020/12/31,6,-2,158.08,157.33,5969.01,2.55,-19.13,-3.24,145.97,24.77,-23.75
124,605336,帅丰电器,2020/12/31,2,-106,0.14,-7.19,3.98,0,-16.93,12.51,29.51,-4.69,1.32
125,605123,派克新材,2020/12/31,4,-1,135.96,135.66,10925.44,5.04,11.06,0.48,-0.76,-8.75,-1.82
126,605111,新洁能,2020/12/31,12,-1,106.76,106.26,20875.85,4.22,-2.32,53.13,134.72,-10.13,14.47
127,605009,豪悦护理,2020/12/31,2,-11,25.28,5.76,4810.08,0.95,9.45,11.32,-7.86,-12.02,1.49
128,603995,甬金股份,2020/12/31,3,0,52.77,34.26,1373.08,0.51,-11.06,5.78,-7.91,13.79,8.34
129,603993,洛阳钼业,2020/12/31,85,55,35600.98,10159.7,222506.14,2.02,33.39,16.14,6.2,-2.47,17.7
130,603989,艾华集团,2020/12/31,28,17,3404.41,2348.17,91238.11,8.59,1.59,6.89,-6.82,-9.27,10.18
131,603987,康德莱,2020/12/31,12,4,7463.17,3586.81,117097.14,17.1,11.33,-4.03,-10.77,9.86,25.06
132,603986,兆易创新,2020/12/31,97,6,8276.54,-1927.44,1634617.48,18.85,-3.9,7.26,12.53,-6.12,11.74
133,603985,恒润股份,2020/12/31,5,-3,1962,1797.96,64765.62,9.63,13.08,15.1,1.2,-15.66,-2.05
134,603960,克来机电,2020/12/31,19,-3,1043.39,-320.7,48987.21,4.06,19.56,17.56,-13.02,-33.08,-6.23
135,603939,益丰药房,2020/12/31,27,-31,2264.89,-1201.14,201670.38,4.4,-10.87,-1.1,3.1,10.45,-12.91
136,603936,博敏电子,2020/12/31,1,-2,905.23,316.21,11178,2.28,-4.93,1.18,8.01,-14.89,18.83
137,603920,世运电路,2020/12/31,6,-2,167.78,-51.31,4389.17,0.41,-15.64,27.73,-1.51,-13.61,-3.73
138,603916,苏博特,2020/12/31,22,5,1385.97,182.98,31835.66,4.02,-10.46,4.75,-8.96,14.59,21.84
139,603915,国茂股份,2020/12/31,5,-2,151.03,14.65,4014.38,1.21,3.42,16.9,3.99,54.43,-12.92
140,603906,龙蟠科技,2020/12/31,18,1,2250.03,647.57,75713.38,6.56,19.38,27.13,-19.46,-3.33,-5.13
141,603899,晨光文具,2020/12/31,99,6,5660.8,356.84,501320.54,6.15,20.14,-6.71,17.52,9.94,-19.48
142,603898,好莱客,2020/12/31,1,0,332.31,56.28,5356.8,1.07,-5.99,9.05,-3.16,5.95,5.09
143,603887,城地香江,2020/12/31,1,-3,134.98,-1700.55,2370.24,0.47,-12.24,-9.17,-7.67,-13.43,5.85
144,603886,元祖股份,2020/12/31,8,5,272.17,115.78,4637.78,1.13,-4.62,1.61,4.68,-5.2,3.47
145,603885,吉祥航空,2020/12/31,12,-11,2023.14,-1441.2,23003.16,1.13,-1.4,12.24,-0.23,-2.54,18.3
146,603883,老百姓,2020/12/31,22,-36,2515.74,-185.22,158064.01,6.18,-12.77,2.09,-14.19,18.67,-1.54
147,603882,金域医学,2020/12/31,225,101,5086.2,938.9,651620.18,11.07,39.81,-16.01,3.53,22.11,-11.4
148,603881,数据港,2020/12/31,6,-8,174.5,-761.22,10273.78,0.83,-12.58,1.26,-7.56,-14.92,5.51
149,603877,太平鸟,2020/12/31,9,2,2519.03,2283.46,75570.99,5.28,-15.14,-6.59,37.78,-0.29,26.14
150,603868,飞科电器,2020/12/31,4,0,109.36,9.56,5115.72,0.25,-10.56,1.25,7.42,1.59,1.53
151,603866,桃李面包,2020/12/31,23,-29,1357.63,-649.07,80208.92,2,-1.05,-1.95,6.88,-7.58,-2.02
152,603859,能科股份,2020/12/31,3,-3,118.07,-80.8,4173.77,0.91,-8.22,16.69,-8.5,-13.76,10.28
153,603858,步长制药,2020/12/31,3,-1,86.75,4.63,2001.37,0.08,-4.22,2.31,-2.59,-2.04,3.04
154,603855,华荣股份,2020/12/31,17,1,2544.1,504.7,41061.82,7.63,0.03,-12.4,6.93,-8.64,34.8
155,603833,欧派家居,2020/12/31,62,21,2284.92,728.97,307322.26,3.8,5.91,6.45,13.66,15.17,1.6
156,603826,坤彩科技,2020/12/31,2,-4,69.45,-1557.86,2506.31,0.15,-16.89,17.66,13.03,-7.61,3.98
157,603816,顾家家居,2020/12/31,48,-5,4223.99,-710.84,297033.54,6.78,-7.03,7.53,17.69,9.02,2.6
158,603811,诚意药业,2020/12/31,3,-3,166.75,-39.49,3851.97,1,11.9,-1.04,-0.18,-1.43,0.59
159,603809,豪能股份,2020/12/31,2,-3,77.78,-78.21,1609.27,0.37,-5.59,-6.36,-5.51,-8.34,11.75
160,603806,福斯特,2020/12/31,155,-10,9118.58,579.3,768163.15,11.85,18.3,-7.63,5.3,19.66,-6.53
161,603801,志邦家居,2020/12/31,11,1,269.57,-232.44,9302.82,1.24,-9.7,1.44,19.67,16,21.72
162,603799,华友钴业,2020/12/31,254,219,19948.84,17354.95,1581942.75,17.48,44.62,28.72,14.43,21.83,-4.02
163,603788,宁波高发,2020/12/31,6,-1,270.09,-486.18,3759.59,1.21,-11.46,0.42,-2.91,-5.03,1.89
164,603787,新日股份,2020/12/31,6,-2,359.77,48.67,10645.57,1.76,-20.48,26.2,15.27,-16.37,-2.55
165,603786,科博达,2020/12/31,4,0,171.25,-338.76,11580.1,4.27,-6.98,15.59,-7.68,13.27,6.06
166,603737,三棵树,2020/12/31,13,-27,784.22,-916.66,118809.36,3.01,10.21,-6.45,-7.51,0.88,24.27
167,603733,仙鹤股份,2020/12/31,2,0,60,-315.86,1500,0.38,3.32,28.09,-3.95,9.28,-1.14
168,603730,岱美股份,2020/12/31,5,-16,259.86,-647.27,7418.9,0.45,-8.93,23.48,-4.2,-9.36,-4.13
169,603713,密尔克卫,2020/12/31,5,-3,375.47,-58.8,49182.21,5.47,11.32,13.32,-8.08,10.36,-10.41
170,603712,七一二,2020/12/31,17,-14,4890.03,856.93,202262.77,6.33,9.58,-12.44,-2.95,3.13,-4.8
171,603708,家家悦,2020/12/31,7,-6,4228.75,-833.18,90072.36,6.95,-11.2,-12.95,-22.57,-3.88,5.06
172,603707,健友股份,2020/12/31,14,-6,3286.62,156.73,115458.98,3.52,-5.2,-4.71,-13.05,-8.84,29.17
173,603700,宁水集团,2020/12/31,1,-6,39.9,-217.26,1163.88,0.39,1.21,3.25,-9.82,-20.57,5.27
174,603690,至纯科技,2020/12/31,9,4,386.3,304.3,15189.21,1.53,8.66,12.47,-10.24,-5.83,-3.45
175,603686,龙马环卫,2020/12/31,3,-18,121.77,-3998.87,1958.07,0.29,-8.57,-11.48,-7.91,3.38,24.21
176,603678,火炬电子,2020/12/31,103,63,6529.12,3114.83,472055.57,14.2,38.38,10.24,5.12,-4.47,1.8
177,603668,天马科技,2020/12/31,1,-1,2.38,-252.93,18.61,0.01,-10.65,5.18,-9.02,-9.37,8.12
178,603666,亿嘉和,2020/12/31,4,3,84.79,54.49,8130.4,2.14,18.58,-1.22,6.43,-14.11,1.33
179,603661,恒林股份,2020/12/31,1,-3,1.35,-10.55,73.36,0.05,-7.77,-17.33,4.97,5.78,8.99
180,603659,璞泰来,2020/12/31,79,-41,2970.66,301.29,332013.66,6.69,12.4,-10.77,3.55,-5.38,-7.96
181,603658,安图生物,2020/12/31,57,-13,1086.17,-1188.92,156990.4,2.52,0.67,-18.04,8.13,-6.7,-5.91
182,603650,彤程新材,2020/12/31,4,2,46.41,25.95,1438.83,0.35,-17.79,-0.38,12.68,3.43,29.53
183,603638,艾迪精密,2020/12/31,4,-9,115.71,-331.38,7976.84,0.21,26.33,7.94,-13.61,11.07,-2.48
184,603626,科森科技,2020/12/31,2,-6,248.43,-616.6,2859.39,0.52,-21.76,-9.42,8.06,-19.92,-3.95
185,603613,国联股份,2020/12/31,55,33,1265.43,854.5,161110.07,10.53,40.4,-11.29,13.22,19.8,-10.54
186,603612,索通发展,2020/12/31,10,-30,723.47,-864.12,9889.77,1.7,-26.74,37.26,-2.01,8.11,10.81
187,603609,禾丰牧业,2020/12/31,2,1,310.08,-649.19,3665.09,0.34,-8.41,4.92,-7.9,-0.27,7.02
188,603606,东方电缆,2020/12/31,9,-15,275.47,-53.53,6872.89,0.42,16.53,1.27,-7.93,9.64,-14.12
189,603605,珀莱雅,2020/12/31,31,10,802.22,634.21,142795.52,4,15.18,-5.41,19.56,4.73,-5.7
190,603601,再升科技,2020/12/31,12,-6,5143.08,1625.14,70203.05,7.15,-2.16,-7.43,4.78,-12.27,5.5
191,603600,永艺股份,2020/12/31,3,-1,2767.97,-135.93,36758.71,9.15,-11.19,-0.32,-2.36,-10.5,5.34
192,603599,广信股份,2020/12/31,5,3,1691.74,1496.74,40551.01,3.67,8.36,17.26,5.22,26.77,12.21
193,603596,伯特利,2020/12/31,26,-15,2461.81,-606.45,84243.21,14.36,-10.13,10.29,6.75,0.9,2.91
194,603590,康辰药业,2020/12/31,2,0,0.4,-26.56,14.79,0,-7.36,4.38,-3.71,-8.47,5.37
195,603589,口子窖,2020/12/31,38,9,7686.55,-597.48,529603.54,12.81,14.89,12.48,8.44,-6.89,-11.17
196,603588,高能环境,2020/12/31,7,-9,1278.47,-651.1,17924.13,1.67,-1.56,2.23,-0.87,-3.24,30.8
